	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 1.38      		Fthrust : 500.0     		Fdrag : 6.71096   		m : 15.68379  		v : 29.95292  		Mach : 0.08815   		a : 21.64508  		altitude : 133.66455 		twr : 3.24942   	
	t : 1.39      		Fthrust : 500.0     		Fdrag : 6.80809   		m : 15.68219  		v : 30.16934  		Mach : 0.08879   		a : 21.64215  		altitude : 133.96516 		twr : 3.24975   	
	t : 1.4       		Fthrust : 500.0     		Fdrag : 6.9059    		m : 15.68059  		v : 30.38573  		Mach : 0.08943   		a : 21.63917  		altitude : 134.26793 		twr : 3.25008   	
	t : 1.41      		Fthrust : 500.0     		Fdrag : 7.00439   		m : 15.67899  		v : 30.6021   		Mach : 0.09007   		a : 21.63615  		altitude : 134.57287 		twr : 3.25041   	
	t : 1.42      		Fthrust : 500.0     		Fdrag : 7.10356   		m : 15.67738  		v : 30.81843  		Mach : 0.0907    		a : 21.63308  		altitude : 134.87998 		twr : 3.25075   	
	t : 1.43      		Fthrust : 500.0     		Fdrag : 7.20341   		m : 15.67578  		v : 31.03473  		Mach : 0.09134   		a : 21.62997  		altitude : 135.18924 		twr : 3.25108   	
	t : 1.44      		Fthrust : 500.0     		Fdrag : 7.30394   		m : 15.67418  		v : 31.25099  		Mach : 0.09198   		a : 21.62681  		altitude : 135.50067 		twr : 3.25141   	
	t : 1.45      		Fthrust : 500.0     		Fdrag : 7.40514   		m : 15.67258  		v : 31.46723  		Mach : 0.09261   		a : 21.62361  		altitude : 135.81426 		twr : 3.25174   	
	t : 1.46      		Fthrust : 500.0     		Fdrag : 7.50702   		m : 15.67097  		v : 31.68343  		Mach : 0.09325   		a : 21.62037  		altitude : 136.13001 		twr : 3.25208   	
	t : 1.47      		Fthrust : 500.0     		Fdrag : 7.60958   		m : 15.66937  		v : 31.89961  		Mach : 0.09389   		a : 21.61708  		altitude : 136.44793 		twr : 3.25241   	
	t : 1.48      		Fthrust : 500.0     		Fdrag : 7.71281   		m : 15.66777  		v : 32.11574  		Mach : 0.09452   		a : 21.61375  		altitude : 136.76801 		twr : 3.25274   	
	t : 1.49      		Fthrust : 500.0     		Fdrag : 7.81671   		m : 15.66616  		v : 32.33185  		Mach : 0.09516   		a : 21.61038  		altitude : 137.09024 		twr : 3.25307   	
	t : 1.5       		Fthrust : 500.0     		Fdrag : 7.92129   		m : 15.66456  		v : 32.54792  		Mach : 0.0958    		a : 21.60696  		altitude : 137.41464 		twr : 3.25341   	
	t : 1.51      		Fthrust : 500.0     		Fdrag : 8.02654   		m : 15.66296  		v : 32.76395  		Mach : 0.09643   		a : 21.6035   		altitude : 137.7412  		twr : 3.25374   	
	t : 1.52      		Fthrust : 500.0     		Fdrag : 8.13247   		m : 15.66136  		v : 32.97995  		Mach : 0.09707   		a : 21.6      		altitude : 138.06992 		twr : 3.25407   	
	t : 1.53      		Fthrust : 500.0     		Fdrag : 8.23906   		m : 15.65975  		v : 33.19592  		Mach : 0.0977    		a : 21.59645  		altitude : 138.4008  		twr : 3.25441   	
	t : 1.54      		Fthrust : 500.0     		Fdrag : 8.34633   		m : 15.65815  		v : 33.41184  		Mach : 0.09834   		a : 21.59285  		altitude : 138.73384 		twr : 3.25474   	
	t : 1.55      		Fthrust : 500.0     		Fdrag : 8.45427   		m : 15.65655  		v : 33.62774  		Mach : 0.09898   		a : 21.58922  		altitude : 139.06904 		twr : 3.25507   	
	t : 1.56      		Fthrust : 500.0     		Fdrag : 8.56287   		m : 15.65494  		v : 33.84359  		Mach : 0.09961   		a : 21.58554  		altitude : 139.40639 		twr : 3.2554    	
	t : 1.57      		Fthrust : 500.0     		Fdrag : 8.67215   		m : 15.65334  		v : 34.05941  		Mach : 0.10025   		a : 21.58181  		altitude : 139.74591 		twr : 3.25574   	
	t : 1.58      		Fthrust : 500.0     		Fdrag : 8.78209   		m : 15.65174  		v : 34.27519  		Mach : 0.10088   		a : 21.57805  		altitude : 140.08758 		twr : 3.25607   	
	t : 1.59      		Fthrust : 500.0     		Fdrag : 8.8927    		m : 15.65014  		v : 34.49093  		Mach : 0.10152   		a : 21.57424  		altitude : 140.43141 		twr : 3.2564    	
	t : 1.6       		Fthrust : 500.0     		Fdrag : 9.00398   		m : 15.64853  		v : 34.70664  		Mach : 0.10215   		a : 21.57038  		altitude : 140.7774  		twr : 3.25674   	
	t : 1.61      		Fthrust : 500.0     		Fdrag : 9.11592   		m : 15.64693  		v : 34.9223   		Mach : 0.10279   		a : 21.56649  		altitude : 141.12555 		twr : 3.25707   	
	t : 1.62      		Fthrust : 500.0     		Fdrag : 9.22853   		m : 15.64533  		v : 35.13793  		Mach : 0.10342   		a : 21.56255  		altitude : 141.47585 		twr : 3.25741   	
	t : 1.63      		Fthrust : 500.0     		Fdrag : 9.3418    		m : 15.64373  		v : 35.35351  		Mach : 0.10406   		a : 21.55856  		altitude : 141.8283  		twr : 3.25774   	
	t : 1.64      		Fthrust : 500.0     		Fdrag : 9.45574   		m : 15.64212  		v : 35.56906  		Mach : 0.10469   		a : 21.55454  		altitude : 142.18292 		twr : 3.25807   	
	t : 1.65      		Fthrust : 500.0     		Fdrag : 9.57034   		m : 15.64052  		v : 35.78456  		Mach : 0.10533   		a : 21.55047  		altitude : 142.53969 		twr : 3.25841   	
	t : 1.66      		Fthrust : 500.0     		Fdrag : 9.6856    		m : 15.63892  		v : 36.00003  		Mach : 0.10596   		a : 21.54635  		altitude : 142.89861 		twr : 3.25874   	
	t : 1.67      		Fthrust : 500.0     		Fdrag : 9.80152   		m : 15.63731  		v : 36.21545  		Mach : 0.1066    		a : 21.5422   		altitude : 143.25969 		twr : 3.25907   	
	t : 1.68      		Fthrust : 500.0     		Fdrag : 9.9181    		m : 15.63571  		v : 36.43083  		Mach : 0.10723   		a : 21.538    		altitude : 143.62292 		twr : 3.25941   	
	t : 1.69      		Fthrust : 500.0     		Fdrag : 10.03535  		m : 15.63411  		v : 36.64617  		Mach : 0.10787   		a : 21.53375  		altitude : 143.9883  		twr : 3.25974   	
	t : 1.7       		Fthrust : 500.0     		Fdrag : 10.15325  		m : 15.63251  		v : 36.86146  		Mach : 0.1085    		a : 21.52947  		altitude : 144.35584 		twr : 3.26008   	
	t : 1.71      		Fthrust : 500.0     		Fdrag : 10.27181  		m : 15.6309   		v : 37.07671  		Mach : 0.10913   		a : 21.52514  		altitude : 144.72553 		twr : 3.26041   	
	t : 1.72      		Fthrust : 500.0     		Fdrag : 10.39103  		m : 15.6293   		v : 37.29192  		Mach : 0.10977   		a : 21.52077  		altitude : 145.09737 		twr : 3.26075   	
	t : 1.73      		Fthrust : 500.0     		Fdrag : 10.5109   		m : 15.6277   		v : 37.50708  		Mach : 0.1104    		a : 21.51635  		altitude : 145.47137 		twr : 3.26108   	
	t : 1.74      		Fthrust : 500.0     		Fdrag : 10.63143  		m : 15.62609  		v : 37.7222   		Mach : 0.11104   		a : 21.51189  		altitude : 145.84752 		twr : 3.26141   	
	t : 1.75      		Fthrust : 500.0     		Fdrag : 10.75261  		m : 15.62449  		v : 37.93728  		Mach : 0.11167   		a : 21.50739  		altitude : 146.22581 		twr : 3.26175   	
	t : 1.76      		Fthrust : 500.0     		Fdrag : 10.87445  		m : 15.62289  		v : 38.1523   		Mach : 0.1123    		a : 21.50285  		altitude : 146.60626 		twr : 3.26208   	
	t : 1.77      		Fthrust : 500.0     		Fdrag : 10.99695  		m : 15.62129  		v : 38.36729  		Mach : 0.11294   		a : 21.49826  		altitude : 146.98886 		twr : 3.26242   	
	t : 1.78      		Fthrust : 500.0     		Fdrag : 11.12009  		m : 15.61968  		v : 38.58222  		Mach : 0.11357   		a : 21.49364  		altitude : 147.37361 		twr : 3.26275   	
	t : 1.79      		Fthrust : 500.0     		Fdrag : 11.24389  		m : 15.61808  		v : 38.79711  		Mach : 0.1142    		a : 21.48896  		altitude : 147.7605  		twr : 3.26309   	
	t : 1.8       		Fthrust : 500.0     		Fdrag : 11.36833  		m : 15.61648  		v : 39.01196  		Mach : 0.11483   		a : 21.48425  		altitude : 148.14955 		twr : 3.26342   	
	t : 1.81      		Fthrust : 500.0     		Fdrag : 11.49343  		m : 15.61488  		v : 39.22675  		Mach : 0.11547   		a : 21.47949  		altitude : 148.54074 		twr : 3.26376   	
	t : 1.82      		Fthrust : 500.0     		Fdrag : 11.61918  		m : 15.61327  		v : 39.4415   		Mach : 0.1161    		a : 21.47469  		altitude : 148.93408 		twr : 3.26409   	
	t : 1.83      		Fthrust : 500.0     		Fdrag : 11.74557  		m : 15.61167  		v : 39.6562   		Mach : 0.11673   		a : 21.46985  		altitude : 149.32957 		twr : 3.26443   	
	t : 1.84      		Fthrust : 500.0     		Fdrag : 11.87261  		m : 15.61007  		v : 39.87085  		Mach : 0.11736   		a : 21.46497  		altitude : 149.72721 		twr : 3.26476   	
	t : 1.85      		Fthrust : 500.0     		Fdrag : 12.0003   		m : 15.60846  		v : 40.08545  		Mach : 0.118     		a : 21.46004  		altitude : 150.12699 		twr : 3.2651    	
	t : 1.86      		Fthrust : 500.0     		Fdrag : 12.12864  		m : 15.60686  		v : 40.3      		Mach : 0.11863   		a : 21.45507  		altitude : 150.52892 		twr : 3.26543   	
	t : 1.87      		Fthrust : 500.0     		Fdrag : 12.25761  		m : 15.60526  		v : 40.5145   		Mach : 0.11926   		a : 21.45006  		altitude : 150.93299 		twr : 3.26577   	
	t : 1.88      		Fthrust : 500.0     		Fdrag : 12.38724  		m : 15.60366  		v : 40.72895  		Mach : 0.11989   		a : 21.445    		altitude : 151.33921 		twr : 3.2661    	
	t : 1.89      		Fthrust : 500.0     		Fdrag : 12.5175   		m : 15.60205  		v : 40.94335  		Mach : 0.12052   		a : 21.43991  		altitude : 151.74757 		twr : 3.26644   	
	t : 1.9       		Fthrust : 500.0     		Fdrag : 12.64841  		m : 15.60045  		v : 41.15769  		Mach : 0.12116   		a : 21.43477  		altitude : 152.15807 		twr : 3.26678   	
	t : 1.91      		Fthrust : 500.0     		Fdrag : 12.77996  		m : 15.59885  		v : 41.37199  		Mach : 0.12179   		a : 21.42958  		altitude : 152.57072 		twr : 3.26711   	
	t : 1.92      		Fthrust : 500.0     		Fdrag : 12.91215  		m : 15.59724  		v : 41.58623  		Mach : 0.12242   		a : 21.42436  		altitude : 152.98551 		twr : 3.26745   	
	t : 1.93      		Fthrust : 500.0     		Fdrag : 13.04497  		m : 15.59564  		v : 41.80042  		Mach : 0.12305   		a : 21.4191   		altitude : 153.40244 		twr : 3.26778   	
	t : 1.94      		Fthrust : 500.0     		Fdrag : 13.17844  		m : 15.59404  		v : 42.01456  		Mach : 0.12368   		a : 21.41379  		altitude : 153.82152 		twr : 3.26812   	
	t : 1.95      		Fthrust : 500.0     		Fdrag : 13.31254  		m : 15.59244  		v : 42.22865  		Mach : 0.12431   		a : 21.40844  		altitude : 154.24274 		twr : 3.26845   	
	t : 1.96      		Fthrust : 500.0     		Fdrag : 13.44728  		m : 15.59083  		v : 42.44268  		Mach : 0.12494   		a : 21.40305  		altitude : 154.66609 		twr : 3.26879   	
	t : 1.97      		Fthrust : 500.0     		Fdrag : 13.58266  		m : 15.58923  		v : 42.65665  		Mach : 0.12557   		a : 21.39761  		altitude : 155.09159 		twr : 3.26913   	
	t : 1.98      		Fthrust : 500.0     		Fdrag : 13.71867  		m : 15.58763  		v : 42.87057  		Mach : 0.1262    		a : 21.39214  		altitude : 155.51923 		twr : 3.26946   	
	t : 1.99      		Fthrust : 500.0     		Fdrag : 13.85531  		m : 15.58603  		v : 43.08444  		Mach : 0.12683   		a : 21.38662  		altitude : 155.949   		twr : 3.2698    	
	t : 2.0       		Fthrust : 500.0     		Fdrag : 13.99258  		m : 15.58442  		v : 43.29825  		Mach : 0.12746   		a : 21.38106  		altitude : 156.38091 		twr : 3.27013   	
	t : 2.01      		Fthrust : 500.0     		Fdrag : 14.13049  		m : 15.58282  		v : 43.51201  		Mach : 0.12809   		a : 21.37546  		altitude : 156.81496 		twr : 3.27047   	
	t : 2.02      		Fthrust : 500.0     		Fdrag : 14.26903  		m : 15.58122  		v : 43.7257   		Mach : 0.12872   		a : 21.36982  		altitude : 157.25115 		twr : 3.27081   	
	t : 2.03      		Fthrust : 500.0     		Fdrag : 14.4082   		m : 15.57961  		v : 43.93935  		Mach : 0.12935   		a : 21.36414  		altitude : 157.68948 		twr : 3.27114   	
	t : 2.04      		Fthrust : 500.0     		Fdrag : 14.54799  		m : 15.57801  		v : 44.15293  		Mach : 0.12998   		a : 21.35841  		altitude : 158.12994 		twr : 3.27148   	
	t : 2.05      		Fthrust : 500.0     		Fdrag : 14.68842  		m : 15.57641  		v : 44.36646  		Mach : 0.13061   		a : 21.35264  		altitude : 158.57254 		twr : 3.27182   	
	t : 2.06      		Fthrust : 500.0     		Fdrag : 14.82947  		m : 15.57481  		v : 44.57992  		Mach : 0.13124   		a : 21.34683  		altitude : 159.01727 		twr : 3.27215   	
	t : 2.07      		Fthrust : 500.0     		Fdrag : 14.97114  		m : 15.5732   		v : 44.79333  		Mach : 0.13187   		a : 21.34098  		altitude : 159.46414 		twr : 3.27249   	
	t : 2.08      		Fthrust : 500.0     		Fdrag : 15.11345  		m : 15.5716   		v : 45.00669  		Mach : 0.1325    		a : 21.33509  		altitude : 159.91314 		twr : 3.27283   	
	t : 2.09      		Fthrust : 500.0     		Fdrag : 15.25637  		m : 15.57     		v : 45.21998  		Mach : 0.13313   		a : 21.32916  		altitude : 160.36427 		twr : 3.27316   	
	t : 2.1       		Fthrust : 500.0     		Fdrag : 15.39992  		m : 15.56839  		v : 45.43321  		Mach : 0.13376   		a : 21.32319  		altitude : 160.81753 		twr : 3.2735    	
	t : 2.11      		Fthrust : 500.0     		Fdrag : 15.54409  		m : 15.56679  		v : 45.64638  		Mach : 0.13438   		a : 21.31717  		altitude : 161.27293 		twr : 3.27384   	
	t : 2.12      		Fthrust : 500.0     		Fdrag : 15.68888  		m : 15.56519  		v : 45.85949  		Mach : 0.13501   		a : 21.31111  		altitude : 161.73046 		twr : 3.27417   	
	t : 2.13      		Fthrust : 500.0     		Fdrag : 15.83429  		m : 15.56359  		v : 46.07254  		Mach : 0.13564   		a : 21.30502  		altitude : 162.19012 		twr : 3.27451   	
	t : 2.14      		Fthrust : 500.0     		Fdrag : 15.98031  		m : 15.56198  		v : 46.28553  		Mach : 0.13627   		a : 21.29888  		altitude : 162.65191 		twr : 3.27485   	
	t : 2.15      		Fthrust : 500.0     		Fdrag : 16.12696  		m : 15.56038  		v : 46.49846  		Mach : 0.13689   		a : 21.2927   		altitude : 163.11583 		twr : 3.27519   	
	t : 2.16      		Fthrust : 500.0     		Fdrag : 16.27422  		m : 15.55878  		v : 46.71132  		Mach : 0.13752   		a : 21.28648  		altitude : 163.58188 		twr : 3.27552   	
	t : 2.17      		Fthrust : 500.0     		Fdrag : 16.4221   		m : 15.55718  		v : 46.92412  		Mach : 0.13815   		a : 21.28022  		altitude : 164.05006 		twr : 3.27586   	
	t : 2.18      		Fthrust : 500.0     		Fdrag : 16.57059  		m : 15.55557  		v : 47.13686  		Mach : 0.13878   		a : 21.27391  		altitude : 164.52036 		twr : 3.2762    	
	t : 2.19      		Fthrust : 500.0     		Fdrag : 16.71969  		m : 15.55397  		v : 47.34954  		Mach : 0.1394    		a : 21.26757  		altitude : 164.9928  		twr : 3.27654   	
	t : 2.2       		Fthrust : 500.0     		Fdrag : 16.86941  		m : 15.55237  		v : 47.56215  		Mach : 0.14003   		a : 21.26119  		altitude : 165.46735 		twr : 3.27687   	
	t : 2.21      		Fthrust : 500.0     		Fdrag : 17.01974  		m : 15.55076  		v : 47.7747   		Mach : 0.14066   		a : 21.25476  		altitude : 165.94404 		twr : 3.27721   	
	t : 2.22      		Fthrust : 500.0     		Fdrag : 17.17068  		m : 15.54916  		v : 47.98718  		Mach : 0.14128   		a : 21.2483   		altitude : 166.42285 		twr : 3.27755   	
	t : 2.23      		Fthrust : 500.0     		Fdrag : 17.32222  		m : 15.54756  		v : 48.1996   		Mach : 0.14191   		a : 21.24179  		altitude : 166.90378 		twr : 3.27789   	
	t : 2.24      		Fthrust : 500.0     		Fdrag : 17.47438  		m : 15.54596  		v : 48.41195  		Mach : 0.14254   		a : 21.23525  		altitude : 167.38684 		twr : 3.27823   	
	t : 2.25      		Fthrust : 500.0     		Fdrag : 17.62714  		m : 15.54435  		v : 48.62424  		Mach : 0.14316   		a : 21.22866  		altitude : 167.87202 		twr : 3.27856   	
	t : 2.26      		Fthrust : 500.0     		Fdrag : 17.78051  		m : 15.54275  		v : 48.83646  		Mach : 0.14379   		a : 21.22203  		altitude : 168.35932 		twr : 3.2789    	
	t : 2.27      		Fthrust : 500.0     		Fdrag : 17.93448  		m : 15.54115  		v : 49.04861  		Mach : 0.14441   		a : 21.21536  		altitude : 168.84875 		twr : 3.27924   	
	t : 2.28      		Fthrust : 500.0     		Fdrag : 18.08905  		m : 15.53954  		v : 49.2607   		Mach : 0.14504   		a : 21.20866  		altitude : 169.3403  		twr : 3.27958   	
	t : 2.29      		Fthrust : 500.0     		Fdrag : 18.24423  		m : 15.53794  		v : 49.47272  		Mach : 0.14566   		a : 21.20191  		altitude : 169.83396 		twr : 3.27992   	
	t : 2.3       		Fthrust : 500.0     		Fdrag : 18.40001  		m : 15.53634  		v : 49.68467  		Mach : 0.14629   		a : 21.19512  		altitude : 170.32975 		twr : 3.28025   	
	t : 2.31      		Fthrust : 500.0     		Fdrag : 18.55639  		m : 15.53474  		v : 49.89655  		Mach : 0.14691   		a : 21.18829  		altitude : 170.82766 		twr : 3.28059   	
	t : 2.32      		Fthrust : 500.0     		Fdrag : 18.71337  		m : 15.53313  		v : 50.10837  		Mach : 0.14754   		a : 21.18142  		altitude : 171.32768 		twr : 3.28093   	
	t : 2.33      		Fthrust : 500.0     		Fdrag : 18.87094  		m : 15.53153  		v : 50.32011  		Mach : 0.14816   		a : 21.17452  		altitude : 171.82982 		twr : 3.28127   	
	t : 2.34      		Fthrust : 500.0     		Fdrag : 19.02912  		m : 15.52993  		v : 50.53179  		Mach : 0.14878   		a : 21.16757  		altitude : 172.33408 		twr : 3.28161   	
	t : 2.35      		Fthrust : 500.0     		Fdrag : 19.18789  		m : 15.52833  		v : 50.74339  		Mach : 0.14941   		a : 21.16058  		altitude : 172.84046 		twr : 3.28195   	
	t : 2.36      		Fthrust : 500.0     		Fdrag : 19.34725  		m : 15.52672  		v : 50.95493  		Mach : 0.15003   		a : 21.15355  		altitude : 173.34895 		twr : 3.28229   	
	t : 2.37      		Fthrust : 500.0     		Fdrag : 19.5072   		m : 15.52512  		v : 51.16639  		Mach : 0.15066   		a : 21.14649  		altitude : 173.85956 		twr : 3.28262   	
	t : 2.38      		Fthrust : 500.0     		Fdrag : 19.66775  		m : 15.52352  		v : 51.37779  		Mach : 0.15128   		a : 21.13938  		altitude : 174.37228 		twr : 3.28296   	
	t : 2.39      		Fthrust : 500.0     		Fdrag : 19.82889  		m : 15.52191  		v : 51.58911  		Mach : 0.1519    		a : 21.13223  		altitude : 174.88711 		twr : 3.2833    	
	t : 2.4       		Fthrust : 500.0     		Fdrag : 19.99062  		m : 15.52031  		v : 51.80036  		Mach : 0.15252   		a : 21.12505  		altitude : 175.40406 		twr : 3.28364   	
	t : 2.41      		Fthrust : 500.0     		Fdrag : 20.15294  		m : 15.51871  		v : 52.01154  		Mach : 0.15315   		a : 21.11782  		altitude : 175.92312 		twr : 3.28398   	
	t : 2.42      		Fthrust : 500.0     		Fdrag : 20.31584  		m : 15.51711  		v : 52.22264  		Mach : 0.15377   		a : 21.11055  		altitude : 176.44429 		twr : 3.28432   	
	t : 2.43      		Fthrust : 500.0     		Fdrag : 20.47933  		m : 15.5155   		v : 52.43368  		Mach : 0.15439   		a : 21.10325  		altitude : 176.96757 		twr : 3.28466   	
	t : 2.44      		Fthrust : 500.0     		Fdrag : 20.64341  		m : 15.5139   		v : 52.64464  		Mach : 0.15501   		a : 21.09591  		altitude : 177.49296 		twr : 3.285     	
	t : 2.45      		Fthrust : 500.0     		Fdrag : 20.80807  		m : 15.5123   		v : 52.85552  		Mach : 0.15564   		a : 21.08852  		altitude : 178.02046 		twr : 3.28534   	
	t : 2.46      		Fthrust : 500.0     		Fdrag : 20.97331  		m : 15.51069  		v : 53.06633  		Mach : 0.15626   		a : 21.0811   		altitude : 178.55007 		twr : 3.28568   	
	t : 2.47      		Fthrust : 500.0     		Fdrag : 21.13913  		m : 15.50909  		v : 53.27707  		Mach : 0.15688   		a : 21.07364  		altitude : 179.08179 		twr : 3.28602   	
	t : 2.48      		Fthrust : 500.0     		Fdrag : 21.30554  		m : 15.50749  		v : 53.48773  		Mach : 0.1575    		a : 21.06614  		altitude : 179.61561 		twr : 3.28636   	
	t : 2.49      		Fthrust : 500.0     		Fdrag : 21.47252  		m : 15.50589  		v : 53.69832  		Mach : 0.15812   		a : 21.0586   		altitude : 180.15154 		twr : 3.2867    	
	t : 2.5       		Fthrust : 500.0     		Fdrag : 21.64008  		m : 15.50428  		v : 53.90883  		Mach : 0.15874   		a : 21.05102  		altitude : 180.68958 		twr : 3.28704   	
	t : 2.51      		Fthrust : 500.0     		Fdrag : 21.80822  		m : 15.50268  		v : 54.11926  		Mach : 0.15936   		a : 21.0434   		altitude : 181.22972 		twr : 3.28738   	
	t : 2.52      		Fthrust : 500.0     		Fdrag : 21.97693  		m : 15.50108  		v : 54.32962  		Mach : 0.15998   		a : 21.03575  		altitude : 181.77196 		twr : 3.28772   	
	t : 2.53      		Fthrust : 500.0     		Fdrag : 22.14622  		m : 15.49948  		v : 54.5399   		Mach : 0.1606    		a : 21.02805  		altitude : 182.31631 		twr : 3.28806   	
	t : 2.54      		Fthrust : 500.0     		Fdrag : 22.31608  		m : 15.49787  		v : 54.7501   		Mach : 0.16122   		a : 21.02032  		altitude : 182.86276 		twr : 3.2884    	
	t : 2.55      		Fthrust : 500.0     		Fdrag : 22.48651  		m : 15.49627  		v : 54.96023  		Mach : 0.16184   		a : 21.01255  		altitude : 183.41131 		twr : 3.28874   	
	t : 2.56      		Fthrust : 500.0     		Fdrag : 22.65751  		m : 15.49467  		v : 55.17027  		Mach : 0.16246   		a : 21.00474  		altitude : 183.96197 		twr : 3.28908   	
	t : 2.57      		Fthrust : 500.0     		Fdrag : 22.82908  		m : 15.49306  		v : 55.38024  		Mach : 0.16308   		a : 20.99689  		altitude : 184.51472 		twr : 3.28942   	
	t : 2.58      		Fthrust : 500.0     		Fdrag : 23.00122  		m : 15.49146  		v : 55.59013  		Mach : 0.1637    		a : 20.989    		altitude : 185.06957 		twr : 3.28976   	
	t : 2.59      		Fthrust : 500.0     		Fdrag : 23.17393  		m : 15.48986  		v : 55.79994  		Mach : 0.16432   		a : 20.98108  		altitude : 185.62652 		twr : 3.2901    	
	t : 2.6       		Fthrust : 500.0     		Fdrag : 23.3472   		m : 15.48826  		v : 56.00967  		Mach : 0.16494   		a : 20.97311  		altitude : 186.18557 		twr : 3.29044   	
	t : 2.61      		Fthrust : 500.0     		Fdrag : 23.52103  		m : 15.48665  		v : 56.21933  		Mach : 0.16556   		a : 20.96511  		altitude : 186.74671 		twr : 3.29078   	
	t : 2.62      		Fthrust : 500.0     		Fdrag : 23.69543  		m : 15.48505  		v : 56.4289   		Mach : 0.16618   		a : 20.95707  		altitude : 187.30996 		twr : 3.29112   	
	t : 2.63      		Fthrust : 500.0     		Fdrag : 23.87039  		m : 15.48345  		v : 56.63839  		Mach : 0.16679   		a : 20.94899  		altitude : 187.87529 		twr : 3.29146   	
	t : 2.64      		Fthrust : 500.0     		Fdrag : 24.04591  		m : 15.48184  		v : 56.8478   		Mach : 0.16741   		a : 20.94088  		altitude : 188.44272 		twr : 3.2918    	
	t : 2.65      		Fthrust : 500.0     		Fdrag : 24.22199  		m : 15.48024  		v : 57.05712  		Mach : 0.16803   		a : 20.93273  		altitude : 189.01225 		twr : 3.29214   	
	t : 2.66      		Fthrust : 500.0     		Fdrag : 24.39862  		m : 15.47864  		v : 57.26637  		Mach : 0.16865   		a : 20.92453  		altitude : 189.58386 		twr : 3.29248   	
	t : 2.67      		Fthrust : 500.0     		Fdrag : 24.57582  		m : 15.47704  		v : 57.47553  		Mach : 0.16926   		a : 20.9163   		altitude : 190.15757 		twr : 3.29282   	
	t : 2.68      		Fthrust : 500.0     		Fdrag : 24.75357  		m : 15.47543  		v : 57.68461  		Mach : 0.16988   		a : 20.90804  		altitude : 190.73337 		twr : 3.29316   	
	t : 2.69      		Fthrust : 500.0     		Fdrag : 24.93187  		m : 15.47383  		v : 57.89361  		Mach : 0.1705    		a : 20.89973  		altitude : 191.31127 		twr : 3.2935    	
