	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 1.45      		Fthrust : 500.0     		Fdrag : 3.19956   		m : 15.67258  		v : 31.5956   		Mach : 0.09299   		a : 21.88828  		altitude : 135.86059 		twr : 3.25174   	
	t : 1.46      		Fthrust : 500.0     		Fdrag : 3.24395   		m : 15.67097  		v : 31.81448  		Mach : 0.09364   		a : 21.88871  		altitude : 136.17764 		twr : 3.25208   	
	t : 1.47      		Fthrust : 500.0     		Fdrag : 3.28864   		m : 15.66937  		v : 32.03337  		Mach : 0.09428   		a : 21.88912  		altitude : 136.49688 		twr : 3.25241   	
	t : 1.48      		Fthrust : 500.0     		Fdrag : 3.33364   		m : 15.66777  		v : 32.25227  		Mach : 0.09492   		a : 21.88951  		altitude : 136.81831 		twr : 3.25274   	
	t : 1.49      		Fthrust : 500.0     		Fdrag : 3.37894   		m : 15.66616  		v : 32.47117  		Mach : 0.09557   		a : 21.88988  		altitude : 137.14193 		twr : 3.25307   	
	t : 1.5       		Fthrust : 500.0     		Fdrag : 3.42454   		m : 15.66456  		v : 32.69007  		Mach : 0.09621   		a : 21.89023  		altitude : 137.46773 		twr : 3.25341   	
	t : 1.51      		Fthrust : 500.0     		Fdrag : 3.47045   		m : 15.66296  		v : 32.90898  		Mach : 0.09686   		a : 21.89057  		altitude : 137.79573 		twr : 3.25374   	
	t : 1.52      		Fthrust : 500.0     		Fdrag : 3.51666   		m : 15.66136  		v : 33.12789  		Mach : 0.0975    		a : 21.89088  		altitude : 138.12591 		twr : 3.25407   	
	t : 1.53      		Fthrust : 500.0     		Fdrag : 3.56318   		m : 15.65975  		v : 33.3468   		Mach : 0.09815   		a : 21.89117  		altitude : 138.45829 		twr : 3.25441   	
	t : 1.54      		Fthrust : 500.0     		Fdrag : 3.61      		m : 15.65815  		v : 33.56571  		Mach : 0.09879   		a : 21.89145  		altitude : 138.79285 		twr : 3.25474   	
	t : 1.55      		Fthrust : 500.0     		Fdrag : 3.65712   		m : 15.65655  		v : 33.78463  		Mach : 0.09944   		a : 21.8917   		altitude : 139.1296  		twr : 3.25507   	
	t : 1.56      		Fthrust : 500.0     		Fdrag : 3.70455   		m : 15.65494  		v : 34.00355  		Mach : 0.10008   		a : 21.89194  		altitude : 139.46854 		twr : 3.2554    	
	t : 1.57      		Fthrust : 500.0     		Fdrag : 3.75228   		m : 15.65334  		v : 34.22247  		Mach : 0.10073   		a : 21.89215  		altitude : 139.80967 		twr : 3.25574   	
	t : 1.58      		Fthrust : 500.0     		Fdrag : 3.80032   		m : 15.65174  		v : 34.44139  		Mach : 0.10137   		a : 21.89235  		altitude : 140.15299 		twr : 3.25607   	
	t : 1.59      		Fthrust : 500.0     		Fdrag : 3.84866   		m : 15.65014  		v : 34.66032  		Mach : 0.10202   		a : 21.89253  		altitude : 140.4985  		twr : 3.2564    	
	t : 1.6       		Fthrust : 500.0     		Fdrag : 3.8973    		m : 15.64853  		v : 34.87925  		Mach : 0.10266   		a : 21.89268  		altitude : 140.8462  		twr : 3.25674   	
	t : 1.61      		Fthrust : 500.0     		Fdrag : 3.94625   		m : 15.64693  		v : 35.09817  		Mach : 0.10331   		a : 21.89282  		altitude : 141.19609 		twr : 3.25707   	
	t : 1.62      		Fthrust : 500.0     		Fdrag : 3.99549   		m : 15.64533  		v : 35.3171   		Mach : 0.10395   		a : 21.89294  		altitude : 141.54816 		twr : 3.25741   	
	t : 1.63      		Fthrust : 500.0     		Fdrag : 4.04505   		m : 15.64373  		v : 35.53603  		Mach : 0.1046    		a : 21.89304  		altitude : 141.90243 		twr : 3.25774   	
	t : 1.64      		Fthrust : 500.0     		Fdrag : 4.0949    		m : 15.64212  		v : 35.75496  		Mach : 0.10524   		a : 21.89312  		altitude : 142.25888 		twr : 3.25807   	
	t : 1.65      		Fthrust : 500.0     		Fdrag : 4.14506   		m : 15.64052  		v : 35.9739   		Mach : 0.10589   		a : 21.89318  		altitude : 142.61753 		twr : 3.25841   	
	t : 1.66      		Fthrust : 500.0     		Fdrag : 4.19552   		m : 15.63892  		v : 36.19283  		Mach : 0.10653   		a : 21.89323  		altitude : 142.97836 		twr : 3.25874   	
	t : 1.67      		Fthrust : 500.0     		Fdrag : 4.24628   		m : 15.63731  		v : 36.41176  		Mach : 0.10717   		a : 21.89325  		altitude : 143.34138 		twr : 3.25907   	
	t : 1.68      		Fthrust : 500.0     		Fdrag : 4.29735   		m : 15.63571  		v : 36.63069  		Mach : 0.10782   		a : 21.89325  		altitude : 143.7066  		twr : 3.25941   	
	t : 1.69      		Fthrust : 500.0     		Fdrag : 4.34872   		m : 15.63411  		v : 36.84963  		Mach : 0.10846   		a : 21.89324  		altitude : 144.074   		twr : 3.25974   	
	t : 1.7       		Fthrust : 500.0     		Fdrag : 4.40039   		m : 15.63251  		v : 37.06856  		Mach : 0.10911   		a : 21.8932   		altitude : 144.44359 		twr : 3.26008   	
	t : 1.71      		Fthrust : 500.0     		Fdrag : 4.45236   		m : 15.6309   		v : 37.28749  		Mach : 0.10975   		a : 21.89315  		altitude : 144.81537 		twr : 3.26041   	
	t : 1.72      		Fthrust : 500.0     		Fdrag : 4.50463   		m : 15.6293   		v : 37.50642  		Mach : 0.1104    		a : 21.89307  		altitude : 145.18934 		twr : 3.26075   	
	t : 1.73      		Fthrust : 500.0     		Fdrag : 4.55721   		m : 15.6277   		v : 37.72535  		Mach : 0.11104   		a : 21.89298  		altitude : 145.5655  		twr : 3.26108   	
	t : 1.74      		Fthrust : 500.0     		Fdrag : 4.61009   		m : 15.62609  		v : 37.94428  		Mach : 0.11169   		a : 21.89287  		altitude : 145.94385 		twr : 3.26141   	
	t : 1.75      		Fthrust : 500.0     		Fdrag : 4.66327   		m : 15.62449  		v : 38.16321  		Mach : 0.11233   		a : 21.89273  		altitude : 146.32438 		twr : 3.26175   	
	t : 1.76      		Fthrust : 500.0     		Fdrag : 4.71675   		m : 15.62289  		v : 38.38213  		Mach : 0.11298   		a : 21.89258  		altitude : 146.70711 		twr : 3.26208   	
	t : 1.77      		Fthrust : 500.0     		Fdrag : 4.77054   		m : 15.62129  		v : 38.60106  		Mach : 0.11362   		a : 21.89241  		altitude : 147.09203 		twr : 3.26242   	
	t : 1.78      		Fthrust : 500.0     		Fdrag : 4.82462   		m : 15.61968  		v : 38.81998  		Mach : 0.11427   		a : 21.89222  		altitude : 147.47913 		twr : 3.26275   	
	t : 1.79      		Fthrust : 500.0     		Fdrag : 4.87901   		m : 15.61808  		v : 39.0389   		Mach : 0.11491   		a : 21.89201  		altitude : 147.86842 		twr : 3.26309   	
	t : 1.8       		Fthrust : 500.0     		Fdrag : 4.9337    		m : 15.61648  		v : 39.25782  		Mach : 0.11556   		a : 21.89178  		altitude : 148.25991 		twr : 3.26342   	
	t : 1.81      		Fthrust : 500.0     		Fdrag : 4.98868   		m : 15.61488  		v : 39.47673  		Mach : 0.1162    		a : 21.89153  		altitude : 148.65358 		twr : 3.26376   	
	t : 1.82      		Fthrust : 500.0     		Fdrag : 5.04397   		m : 15.61327  		v : 39.69564  		Mach : 0.11685   		a : 21.89127  		altitude : 149.04944 		twr : 3.26409   	
	t : 1.83      		Fthrust : 500.0     		Fdrag : 5.09956   		m : 15.61167  		v : 39.91455  		Mach : 0.11749   		a : 21.89098  		altitude : 149.44749 		twr : 3.26443   	
	t : 1.84      		Fthrust : 500.0     		Fdrag : 5.15545   		m : 15.61007  		v : 40.13346  		Mach : 0.11814   		a : 21.89067  		altitude : 149.84773 		twr : 3.26476   	
	t : 1.85      		Fthrust : 500.0     		Fdrag : 5.21165   		m : 15.60846  		v : 40.35236  		Mach : 0.11878   		a : 21.89035  		altitude : 150.25016 		twr : 3.2651    	
	t : 1.86      		Fthrust : 500.0     		Fdrag : 5.26814   		m : 15.60686  		v : 40.57126  		Mach : 0.11943   		a : 21.89     		altitude : 150.65478 		twr : 3.26543   	
	t : 1.87      		Fthrust : 500.0     		Fdrag : 5.32493   		m : 15.60526  		v : 40.79016  		Mach : 0.12007   		a : 21.88964  		altitude : 151.06159 		twr : 3.26577   	
	t : 1.88      		Fthrust : 500.0     		Fdrag : 5.38202   		m : 15.60366  		v : 41.00905  		Mach : 0.12072   		a : 21.88925  		altitude : 151.47058 		twr : 3.2661    	
	t : 1.89      		Fthrust : 500.0     		Fdrag : 5.43941   		m : 15.60205  		v : 41.22794  		Mach : 0.12136   		a : 21.88885  		altitude : 151.88177 		twr : 3.26644   	
	t : 1.9       		Fthrust : 500.0     		Fdrag : 5.4971    		m : 15.60045  		v : 41.44683  		Mach : 0.12201   		a : 21.88843  		altitude : 152.29514 		twr : 3.26678   	
	t : 1.91      		Fthrust : 500.0     		Fdrag : 5.5551    		m : 15.59885  		v : 41.66571  		Mach : 0.12265   		a : 21.88799  		altitude : 152.71071 		twr : 3.26711   	
	t : 1.92      		Fthrust : 500.0     		Fdrag : 5.61339   		m : 15.59724  		v : 41.88458  		Mach : 0.1233    		a : 21.88753  		altitude : 153.12846 		twr : 3.26745   	
	t : 1.93      		Fthrust : 500.0     		Fdrag : 5.67198   		m : 15.59564  		v : 42.10345  		Mach : 0.12394   		a : 21.88705  		altitude : 153.5484  		twr : 3.26778   	
	t : 1.94      		Fthrust : 500.0     		Fdrag : 5.73087   		m : 15.59404  		v : 42.32232  		Mach : 0.12459   		a : 21.88655  		altitude : 153.97053 		twr : 3.26812   	
	t : 1.95      		Fthrust : 500.0     		Fdrag : 5.79005   		m : 15.59244  		v : 42.54118  		Mach : 0.12523   		a : 21.88603  		altitude : 154.39484 		twr : 3.26845   	
	t : 1.96      		Fthrust : 500.0     		Fdrag : 5.84954   		m : 15.59083  		v : 42.76003  		Mach : 0.12588   		a : 21.88549  		altitude : 154.82135 		twr : 3.26879   	
	t : 1.97      		Fthrust : 500.0     		Fdrag : 5.90933   		m : 15.58923  		v : 42.97888  		Mach : 0.12652   		a : 21.88494  		altitude : 155.25004 		twr : 3.26913   	
	t : 1.98      		Fthrust : 500.0     		Fdrag : 5.96941   		m : 15.58763  		v : 43.19772  		Mach : 0.12717   		a : 21.88436  		altitude : 155.68093 		twr : 3.26946   	
	t : 1.99      		Fthrust : 500.0     		Fdrag : 6.0298    		m : 15.58603  		v : 43.41656  		Mach : 0.12781   		a : 21.88376  		altitude : 156.114   		twr : 3.2698    	
	t : 2.0       		Fthrust : 500.0     		Fdrag : 6.09048   		m : 15.58442  		v : 43.63539  		Mach : 0.12846   		a : 21.88315  		altitude : 156.54926 		twr : 3.27013   	
	t : 2.01      		Fthrust : 500.0     		Fdrag : 6.15146   		m : 15.58282  		v : 43.85422  		Mach : 0.1291    		a : 21.88251  		altitude : 156.98671 		twr : 3.27047   	
	t : 2.02      		Fthrust : 500.0     		Fdrag : 6.21273   		m : 15.58122  		v : 44.07304  		Mach : 0.12975   		a : 21.88186  		altitude : 157.42634 		twr : 3.27081   	
	t : 2.03      		Fthrust : 500.0     		Fdrag : 6.27431   		m : 15.57961  		v : 44.29185  		Mach : 0.13039   		a : 21.88119  		altitude : 157.86817 		twr : 3.27114   	
	t : 2.04      		Fthrust : 500.0     		Fdrag : 6.33618   		m : 15.57801  		v : 44.51065  		Mach : 0.13104   		a : 21.8805   		altitude : 158.31218 		twr : 3.27148   	
	t : 2.05      		Fthrust : 500.0     		Fdrag : 6.39835   		m : 15.57641  		v : 44.72945  		Mach : 0.13168   		a : 21.87978  		altitude : 158.75838 		twr : 3.27182   	
	t : 2.06      		Fthrust : 500.0     		Fdrag : 6.46082   		m : 15.57481  		v : 44.94824  		Mach : 0.13232   		a : 21.87905  		altitude : 159.20677 		twr : 3.27215   	
	t : 2.07      		Fthrust : 500.0     		Fdrag : 6.52359   		m : 15.5732   		v : 45.16703  		Mach : 0.13297   		a : 21.8783   		altitude : 159.65735 		twr : 3.27249   	
	t : 2.08      		Fthrust : 500.0     		Fdrag : 6.58665   		m : 15.5716   		v : 45.3858   		Mach : 0.13361   		a : 21.87753  		altitude : 160.11011 		twr : 3.27283   	
	t : 2.09      		Fthrust : 500.0     		Fdrag : 6.65001   		m : 15.57     		v : 45.60457  		Mach : 0.13426   		a : 21.87675  		altitude : 160.56506 		twr : 3.27316   	
	t : 2.1       		Fthrust : 500.0     		Fdrag : 6.71366   		m : 15.56839  		v : 45.82333  		Mach : 0.1349    		a : 21.87594  		altitude : 161.0222  		twr : 3.2735    	
	t : 2.11      		Fthrust : 500.0     		Fdrag : 6.77762   		m : 15.56679  		v : 46.04208  		Mach : 0.13555   		a : 21.87511  		altitude : 161.48153 		twr : 3.27384   	
	t : 2.12      		Fthrust : 500.0     		Fdrag : 6.84187   		m : 15.56519  		v : 46.26082  		Mach : 0.13619   		a : 21.87427  		altitude : 161.94304 		twr : 3.27417   	
	t : 2.13      		Fthrust : 500.0     		Fdrag : 6.90641   		m : 15.56359  		v : 46.47956  		Mach : 0.13684   		a : 21.8734   		altitude : 162.40674 		twr : 3.27451   	
	t : 2.14      		Fthrust : 500.0     		Fdrag : 6.97125   		m : 15.56198  		v : 46.69828  		Mach : 0.13748   		a : 21.87252  		altitude : 162.87263 		twr : 3.27485   	
	t : 2.15      		Fthrust : 500.0     		Fdrag : 7.03639   		m : 15.56038  		v : 46.917    		Mach : 0.13813   		a : 21.87161  		altitude : 163.34071 		twr : 3.27519   	
	t : 2.16      		Fthrust : 500.0     		Fdrag : 7.10182   		m : 15.55878  		v : 47.1357   		Mach : 0.13877   		a : 21.87069  		altitude : 163.81097 		twr : 3.27552   	
	t : 2.17      		Fthrust : 500.0     		Fdrag : 7.16755   		m : 15.55718  		v : 47.3544   		Mach : 0.13942   		a : 21.86975  		altitude : 164.28342 		twr : 3.27586   	
	t : 2.18      		Fthrust : 500.0     		Fdrag : 7.23357   		m : 15.55557  		v : 47.57309  		Mach : 0.14006   		a : 21.86879  		altitude : 164.75806 		twr : 3.2762    	
	t : 2.19      		Fthrust : 500.0     		Fdrag : 7.29989   		m : 15.55397  		v : 47.79177  		Mach : 0.14071   		a : 21.86781  		altitude : 165.23489 		twr : 3.27654   	
	t : 2.2       		Fthrust : 500.0     		Fdrag : 7.3665    		m : 15.55237  		v : 48.01044  		Mach : 0.14135   		a : 21.86681  		altitude : 165.7139  		twr : 3.27687   	
	t : 2.21      		Fthrust : 500.0     		Fdrag : 7.43341   		m : 15.55076  		v : 48.22909  		Mach : 0.14199   		a : 21.86579  		altitude : 166.19509 		twr : 3.27721   	
	t : 2.22      		Fthrust : 500.0     		Fdrag : 7.50061   		m : 15.54916  		v : 48.44774  		Mach : 0.14264   		a : 21.86475  		altitude : 166.67848 		twr : 3.27755   	
	t : 2.23      		Fthrust : 500.0     		Fdrag : 7.56811   		m : 15.54756  		v : 48.66638  		Mach : 0.14328   		a : 21.86369  		altitude : 167.16405 		twr : 3.27789   	
	t : 2.24      		Fthrust : 500.0     		Fdrag : 7.6359    		m : 15.54596  		v : 48.885    		Mach : 0.14393   		a : 21.86262  		altitude : 167.65181 		twr : 3.27823   	
	t : 2.25      		Fthrust : 500.0     		Fdrag : 7.70398   		m : 15.54435  		v : 49.10362  		Mach : 0.14457   		a : 21.86152  		altitude : 168.14175 		twr : 3.27856   	
	t : 2.26      		Fthrust : 500.0     		Fdrag : 7.77236   		m : 15.54275  		v : 49.32222  		Mach : 0.14522   		a : 21.86041  		altitude : 168.63388 		twr : 3.2789    	
	t : 2.27      		Fthrust : 500.0     		Fdrag : 7.84103   		m : 15.54115  		v : 49.54082  		Mach : 0.14586   		a : 21.85928  		altitude : 169.12819 		twr : 3.27924   	
	t : 2.28      		Fthrust : 500.0     		Fdrag : 7.91      		m : 15.53954  		v : 49.7594   		Mach : 0.14651   		a : 21.85812  		altitude : 169.62469 		twr : 3.27958   	
	t : 2.29      		Fthrust : 500.0     		Fdrag : 7.97926   		m : 15.53794  		v : 49.97797  		Mach : 0.14715   		a : 21.85695  		altitude : 170.12338 		twr : 3.27992   	
	t : 2.3       		Fthrust : 500.0     		Fdrag : 8.04881   		m : 15.53634  		v : 50.19652  		Mach : 0.14779   		a : 21.85576  		altitude : 170.62425 		twr : 3.28025   	
	t : 2.31      		Fthrust : 500.0     		Fdrag : 8.11865   		m : 15.53474  		v : 50.41507  		Mach : 0.14844   		a : 21.85455  		altitude : 171.12731 		twr : 3.28059   	
	t : 2.32      		Fthrust : 500.0     		Fdrag : 8.18879   		m : 15.53313  		v : 50.6336   		Mach : 0.14908   		a : 21.85332  		altitude : 171.63256 		twr : 3.28093   	
	t : 2.33      		Fthrust : 500.0     		Fdrag : 8.25922   		m : 15.53153  		v : 50.85212  		Mach : 0.14973   		a : 21.85207  		altitude : 172.13998 		twr : 3.28127   	
	t : 2.34      		Fthrust : 500.0     		Fdrag : 8.32994   		m : 15.52993  		v : 51.07063  		Mach : 0.15037   		a : 21.85081  		altitude : 172.6496  		twr : 3.28161   	
	t : 2.35      		Fthrust : 500.0     		Fdrag : 8.40096   		m : 15.52833  		v : 51.28913  		Mach : 0.15102   		a : 21.84952  		altitude : 173.1614  		twr : 3.28195   	
	t : 2.36      		Fthrust : 500.0     		Fdrag : 8.47226   		m : 15.52672  		v : 51.50761  		Mach : 0.15166   		a : 21.84821  		altitude : 173.67538 		twr : 3.28229   	
	t : 2.37      		Fthrust : 500.0     		Fdrag : 8.54386   		m : 15.52512  		v : 51.72608  		Mach : 0.1523    		a : 21.84689  		altitude : 174.19155 		twr : 3.28262   	
	t : 2.38      		Fthrust : 500.0     		Fdrag : 8.61575   		m : 15.52352  		v : 51.94453  		Mach : 0.15295   		a : 21.84555  		altitude : 174.7099  		twr : 3.28296   	
	t : 2.39      		Fthrust : 500.0     		Fdrag : 8.68792   		m : 15.52191  		v : 52.16298  		Mach : 0.15359   		a : 21.84418  		altitude : 175.23044 		twr : 3.2833    	
	t : 2.4       		Fthrust : 500.0     		Fdrag : 8.7604    		m : 15.52031  		v : 52.3814   		Mach : 0.15424   		a : 21.8428   		altitude : 175.75316 		twr : 3.28364   	
	t : 2.41      		Fthrust : 500.0     		Fdrag : 8.83316   		m : 15.51871  		v : 52.59982  		Mach : 0.15488   		a : 21.8414   		altitude : 176.27807 		twr : 3.28398   	
	t : 2.42      		Fthrust : 500.0     		Fdrag : 8.90621   		m : 15.51711  		v : 52.81822  		Mach : 0.15552   		a : 21.83998  		altitude : 176.80516 		twr : 3.28432   	
	t : 2.43      		Fthrust : 500.0     		Fdrag : 8.97955   		m : 15.5155   		v : 53.0366   		Mach : 0.15617   		a : 21.83854  		altitude : 177.33443 		twr : 3.28466   	
	t : 2.44      		Fthrust : 500.0     		Fdrag : 9.05318   		m : 15.5139   		v : 53.25497  		Mach : 0.15681   		a : 21.83709  		altitude : 177.86589 		twr : 3.285     	
	t : 2.45      		Fthrust : 500.0     		Fdrag : 9.1271    		m : 15.5123   		v : 53.47333  		Mach : 0.15746   		a : 21.83561  		altitude : 178.39953 		twr : 3.28534   	
	t : 2.46      		Fthrust : 500.0     		Fdrag : 9.20132   		m : 15.51069  		v : 53.69167  		Mach : 0.1581    		a : 21.83411  		altitude : 178.93536 		twr : 3.28568   	
	t : 2.47      		Fthrust : 500.0     		Fdrag : 9.27582   		m : 15.50909  		v : 53.91     		Mach : 0.15874   		a : 21.8326   		altitude : 179.47336 		twr : 3.28602   	
	t : 2.48      		Fthrust : 500.0     		Fdrag : 9.35061   		m : 15.50749  		v : 54.12831  		Mach : 0.15939   		a : 21.83107  		altitude : 180.01356 		twr : 3.28636   	
	t : 2.49      		Fthrust : 500.0     		Fdrag : 9.42569   		m : 15.50589  		v : 54.3466   		Mach : 0.16003   		a : 21.82951  		altitude : 180.55593 		twr : 3.2867    	
	t : 2.5       		Fthrust : 500.0     		Fdrag : 9.50105   		m : 15.50428  		v : 54.56488  		Mach : 0.16068   		a : 21.82794  		altitude : 181.10049 		twr : 3.28704   	
	t : 2.51      		Fthrust : 500.0     		Fdrag : 9.57671   		m : 15.50268  		v : 54.78315  		Mach : 0.16132   		a : 21.82635  		altitude : 181.64723 		twr : 3.28738   	
	t : 2.52      		Fthrust : 500.0     		Fdrag : 9.65265   		m : 15.50108  		v : 55.00139  		Mach : 0.16196   		a : 21.82474  		altitude : 182.19615 		twr : 3.28772   	
	t : 2.53      		Fthrust : 500.0     		Fdrag : 9.72889   		m : 15.49948  		v : 55.21962  		Mach : 0.16261   		a : 21.82311  		altitude : 182.74726 		twr : 3.28806   	
	t : 2.54      		Fthrust : 500.0     		Fdrag : 9.80541   		m : 15.49787  		v : 55.43784  		Mach : 0.16325   		a : 21.82147  		altitude : 183.30054 		twr : 3.2884    	
	t : 2.55      		Fthrust : 500.0     		Fdrag : 9.88222   		m : 15.49627  		v : 55.65604  		Mach : 0.16389   		a : 21.8198   		altitude : 183.85601 		twr : 3.28874   	
	t : 2.56      		Fthrust : 500.0     		Fdrag : 9.95931   		m : 15.49467  		v : 55.87422  		Mach : 0.16454   		a : 21.81811  		altitude : 184.41366 		twr : 3.28908   	
	t : 2.57      		Fthrust : 500.0     		Fdrag : 10.03669  		m : 15.49306  		v : 56.09238  		Mach : 0.16518   		a : 21.81641  		altitude : 184.9735  		twr : 3.28942   	
	t : 2.58      		Fthrust : 500.0     		Fdrag : 10.11436  		m : 15.49146  		v : 56.31053  		Mach : 0.16582   		a : 21.81469  		altitude : 185.53551 		twr : 3.28976   	
	t : 2.59      		Fthrust : 500.0     		Fdrag : 10.19232  		m : 15.48986  		v : 56.52866  		Mach : 0.16647   		a : 21.81295  		altitude : 186.09971 		twr : 3.2901    	
	t : 2.6       		Fthrust : 500.0     		Fdrag : 10.27056  		m : 15.48826  		v : 56.74677  		Mach : 0.16711   		a : 21.81119  		altitude : 186.66608 		twr : 3.29044   	
	t : 2.61      		Fthrust : 500.0     		Fdrag : 10.34909  		m : 15.48665  		v : 56.96486  		Mach : 0.16775   		a : 21.80941  		altitude : 187.23464 		twr : 3.29078   	
	t : 2.62      		Fthrust : 500.0     		Fdrag : 10.42791  		m : 15.48505  		v : 57.18294  		Mach : 0.1684    		a : 21.80761  		altitude : 187.80538 		twr : 3.29112   	
	t : 2.63      		Fthrust : 500.0     		Fdrag : 10.50701  		m : 15.48345  		v : 57.401    		Mach : 0.16904   		a : 21.80579  		altitude : 188.3783  		twr : 3.29146   	
	t : 2.64      		Fthrust : 500.0     		Fdrag : 10.58639  		m : 15.48184  		v : 57.61904  		Mach : 0.16968   		a : 21.80395  		altitude : 188.9534  		twr : 3.2918    	
	t : 2.65      		Fthrust : 500.0     		Fdrag : 10.66606  		m : 15.48024  		v : 57.83706  		Mach : 0.17033   		a : 21.8021   		altitude : 189.53068 		twr : 3.29214   	
	t : 2.66      		Fthrust : 500.0     		Fdrag : 10.74602  		m : 15.47864  		v : 58.05506  		Mach : 0.17097   		a : 21.80023  		altitude : 190.11014 		twr : 3.29248   	
	t : 2.67      		Fthrust : 500.0     		Fdrag : 10.82626  		m : 15.47704  		v : 58.27304  		Mach : 0.17161   		a : 21.79833  		altitude : 190.69178 		twr : 3.29282   	
	t : 2.68      		Fthrust : 500.0     		Fdrag : 10.90679  		m : 15.47543  		v : 58.49101  		Mach : 0.17226   		a : 21.79642  		altitude : 191.2756  		twr : 3.29316   	
	t : 2.69      		Fthrust : 500.0     		Fdrag : 10.9876   		m : 15.47383  		v : 58.70895  		Mach : 0.1729    		a : 21.79449  		altitude : 191.8616  		twr : 3.2935    	
