t,Fthrust,Fdrag,m,v,Mach,a,altitude,twr,maxV,maxMach,maxAcc,minAcc,maxG,minG
55.7,0,10.15794,10.29525,182.09585,0.61734,-10.79812,16774.88258,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.71,0,10.14298,10.29525,181.98789,0.61697,-10.79666,16776.703,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.72,0,10.12804,10.29525,181.87994,0.6166,-10.79521,16778.52233,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.73,0,10.11312,10.29525,181.772,0.61624,-10.79376,16780.34059,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.74,0,10.09821,10.29525,181.66407,0.61587,-10.79231,16782.15777,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.75,0,10.08333,10.29525,181.55617,0.61551,-10.79086,16783.97388,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.76,0,10.06846,10.29525,181.44827,0.61514,-10.78942,16785.7889,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.77,0,10.05361,10.29525,181.34039,0.61478,-10.78797,16787.60284,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.78,0,10.03878,10.29525,181.23253,0.61441,-10.78653,16789.41571,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.79,0,10.02397,10.29525,181.12468,0.61404,-10.78509,16791.22749,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.8,0,10.00918,10.29525,181.01684,0.61368,-10.78365,16793.0382,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.81,0,9.9944,10.29525,180.90902,0.61331,-10.78221,16794.84783,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.82,0,9.97964,10.29525,180.80121,0.61295,-10.78078,16796.65638,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.83,0,9.9649,10.29525,180.69342,0.61258,-10.77934,16798.46385,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.84,0,9.95018,10.29525,180.58564,0.61222,-10.77791,16800.27025,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.85,0,9.93547,10.29525,180.47787,0.61185,-10.77648,16802.07557,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.86,0,9.92079,10.29525,180.37012,0.61149,-10.77505,16803.87981,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.87,0,9.90612,10.29525,180.26239,0.61112,-10.77363,16805.68297,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.88,0,9.89147,10.29525,180.15466,0.61076,-10.7722,16807.48505,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.89,0,9.87684,10.29525,180.04696,0.61039,-10.77078,16809.28606,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.9,0,9.86222,10.29525,179.93926,0.61002,-10.76936,16811.08599,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.91,0,9.84762,10.29525,179.83158,0.60966,-10.76794,16812.88485,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.92,0,9.83304,10.29525,179.72392,0.60929,-10.76652,16814.68262,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.93,0,9.81848,10.29525,179.61627,0.60893,-10.76511,16816.47933,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.94,0,9.80394,10.29525,179.50863,0.60857,-10.76369,16818.27495,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.95,0,9.78941,10.29525,179.40101,0.6082,-10.76228,16820.0695,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.96,0,9.7749,10.29525,179.2934,0.60784,-10.76087,16821.86297,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.97,0,9.76041,10.29525,179.1858,0.60747,-10.75946,16823.65537,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.98,0,9.74594,10.29525,179.07822,0.60711,-10.75805,16825.44669,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
55.99,0,9.73148,10.29525,178.97066,0.60674,-10.75664,16827.23693,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.0,0,9.71705,10.29525,178.8631,0.60638,-10.75524,16829.0261,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.01,0,9.70262,10.29525,178.75557,0.60601,-10.75384,16830.81419,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.02,0,9.68822,10.29525,178.64804,0.60565,-10.75244,16832.60121,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.03,0,9.67384,10.29525,178.54053,0.60528,-10.75104,16834.38715,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.04,0,9.65947,10.29525,178.43303,0.60492,-10.74964,16836.17202,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.05,0,9.64512,10.29525,178.32555,0.60455,-10.74825,16837.95581,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.06,0,9.63078,10.29525,178.21808,0.60419,-10.74685,16839.73853,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.07,0,9.61647,10.29525,178.11063,0.60383,-10.74546,16841.52018,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.08,0,9.60217,10.29525,178.00319,0.60346,-10.74407,16843.30075,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.09,0,9.58789,10.29525,177.89576,0.6031,-10.74268,16845.08024,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.1,0,9.57363,10.29525,177.78835,0.60273,-10.74129,16846.85866,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.11,0,9.55938,10.29525,177.68095,0.60237,-10.73991,16848.63601,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.12,0,9.54515,10.29525,177.57356,0.602,-10.73852,16850.41228,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.13,0,9.53094,10.29525,177.46619,0.60164,-10.73714,16852.18748,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.14,0,9.51675,10.29525,177.35884,0.60128,-10.73576,16853.9616,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.15,0,9.50257,10.29525,177.25149,0.60091,-10.73438,16855.73466,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.16,0,9.48841,10.29525,177.14416,0.60055,-10.73301,16857.50663,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.17,0,9.47427,10.29525,177.03684,0.60019,-10.73163,16859.27754,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.18,0,9.46014,10.29525,176.92954,0.59982,-10.73026,16861.04737,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.19,0,9.44603,10.29525,176.82225,0.59946,-10.72888,16862.81613,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.2,0,9.43194,10.29525,176.71498,0.59909,-10.72751,16864.58382,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.21,0,9.41787,10.29525,176.60772,0.59873,-10.72615,16866.35043,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.22,0,9.40381,10.29525,176.50047,0.59837,-10.72478,16868.11597,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.23,0,9.38977,10.29525,176.39323,0.598,-10.72341,16869.88044,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.24,0,9.37575,10.29525,176.28601,0.59764,-10.72205,16871.64383,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.25,0,9.36175,10.29525,176.17881,0.59728,-10.72069,16873.40616,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.26,0,9.34776,10.29525,176.07161,0.59691,-10.71933,16875.16741,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.27,0,9.33379,10.29525,175.96443,0.59655,-10.71797,16876.92759,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.28,0,9.31983,10.29525,175.85727,0.59619,-10.71661,16878.6867,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.29,0,9.30589,10.29525,175.75012,0.59582,-10.71526,16880.44474,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.3,0,9.29197,10.29525,175.64298,0.59546,-10.7139,16882.2017,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.31,0,9.27807,10.29525,175.53585,0.5951,-10.71255,16883.9576,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.32,0,9.26418,10.29525,175.42874,0.59473,-10.7112,16885.71242,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.33,0,9.25031,10.29525,175.32164,0.59437,-10.70985,16887.46617,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.34,0,9.23646,10.29525,175.21456,0.59401,-10.7085,16889.21885,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.35,0,9.22262,10.29525,175.10748,0.59364,-10.70716,16890.97046,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.36,0,9.20881,10.29525,175.00043,0.59328,-10.70581,16892.721,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.37,0,9.195,10.29525,174.89338,0.59292,-10.70447,16894.47047,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.38,0,9.18122,10.29525,174.78635,0.59256,-10.70313,16896.21887,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.39,0,9.16745,10.29525,174.67933,0.59219,-10.70179,16897.9662,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.4,0,9.1537,10.29525,174.57233,0.59183,-10.70045,16899.71246,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.41,0,9.13996,10.29525,174.46534,0.59147,-10.69912,16901.45764,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.42,0,9.12624,10.29525,174.35836,0.5911,-10.69778,16903.20176,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.43,0,9.11254,10.29525,174.25139,0.59074,-10.69645,16904.94481,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.44,0,9.09885,10.29525,174.14444,0.59038,-10.69512,16906.68679,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.45,0,9.08518,10.29525,174.03751,0.59002,-10.69379,16908.4277,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.46,0,9.07153,10.29525,173.93058,0.58965,-10.69246,16910.16754,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.47,0,9.0579,10.29525,173.82367,0.58929,-10.69114,16911.90631,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.48,0,9.04428,10.29525,173.71677,0.58893,-10.68981,16913.64401,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.49,0,9.03067,10.29525,173.60989,0.58857,-10.68849,16915.38065,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.5,0,9.01709,10.29525,173.50301,0.5882,-10.68717,16917.11621,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.51,0,9.00352,10.29525,173.39616,0.58784,-10.68585,16918.85071,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.52,0,8.98997,10.29525,173.28931,0.58748,-10.68453,16920.58414,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.53,0,8.97643,10.29525,173.18248,0.58712,-10.68321,16922.31649,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.54,0,8.96291,10.29525,173.07566,0.58676,-10.6819,16924.04779,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.55,0,8.9494,10.29525,172.96885,0.58639,-10.68059,16925.77801,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.56,0,8.93592,10.29525,172.86206,0.58603,-10.67928,16927.50716,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.57,0,8.92245,10.29525,172.75528,0.58567,-10.67797,16929.23525,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.58,0,8.90899,10.29525,172.64851,0.58531,-10.67666,16930.96227,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.59,0,8.89555,10.29525,172.54176,0.58495,-10.67535,16932.68822,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.6,0,8.88213,10.29525,172.43502,0.58458,-10.67404,16934.4131,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.61,0,8.86872,10.29525,172.32829,0.58422,-10.67274,16936.13692,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.62,0,8.85533,10.29525,172.22158,0.58386,-10.67144,16937.85967,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.63,0,8.84196,10.29525,172.11488,0.5835,-10.67014,16939.58135,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.64,0,8.8286,10.29525,172.00819,0.58314,-10.66884,16941.30197,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.65,0,8.81526,10.29525,171.90151,0.58278,-10.66754,16943.02152,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.66,0,8.80194,10.29525,171.79485,0.58241,-10.66625,16944.74,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.67,0,8.78863,10.29525,171.6882,0.58205,-10.66495,16946.45741,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.68,0,8.77534,10.29525,171.58157,0.58169,-10.66366,16948.17376,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.69,0,8.76206,10.29525,171.47494,0.58133,-10.66237,16949.88904,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.7,0,8.7488,10.29525,171.36833,0.58097,-10.66108,16951.60326,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.71,0,8.73556,10.29525,171.26173,0.58061,-10.65979,16953.31641,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.72,0,8.72233,10.29525,171.15515,0.58025,-10.6585,16955.0285,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.73,0,8.70912,10.29525,171.04858,0.57988,-10.65722,16956.73951,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.74,0,8.69592,10.29525,170.94202,0.57952,-10.65594,16958.44947,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.75,0,8.68274,10.29525,170.83547,0.57916,-10.65465,16960.15835,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.76,0,8.66958,10.29525,170.72894,0.5788,-10.65337,16961.86618,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.77,0,8.65643,10.29525,170.62241,0.57844,-10.6521,16963.57293,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.78,0,8.6433,10.29525,170.51591,0.57808,-10.65082,16965.27862,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.79,0,8.63018,10.29525,170.40941,0.57772,-10.64954,16966.98325,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.8,0,8.61708,10.29525,170.30293,0.57736,-10.64827,16968.68681,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.81,0,8.604,10.29525,170.19646,0.577,-10.647,16970.38931,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.82,0,8.59093,10.29525,170.09,0.57663,-10.64573,16972.09074,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.83,0,8.57788,10.29525,169.98356,0.57627,-10.64446,16973.79111,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.84,0,8.56484,10.29525,169.87712,0.57591,-10.64319,16975.49041,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.85,0,8.55182,10.29525,169.77071,0.57555,-10.64192,16977.18865,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.86,0,8.53881,10.29525,169.6643,0.57519,-10.64066,16978.88583,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.87,0,8.52582,10.29525,169.55791,0.57483,-10.63939,16980.58194,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.88,0,8.51285,10.29525,169.45152,0.57447,-10.63813,16982.27699,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.89,0,8.49989,10.29525,169.34516,0.57411,-10.63687,16983.97097,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.9,0,8.48695,10.29525,169.2388,0.57375,-10.63561,16985.66389,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.91,0,8.47402,10.29525,169.13246,0.57339,-10.63436,16987.35575,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.92,0,8.46111,10.29525,169.02612,0.57303,-10.6331,16989.04654,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.93,0,8.44822,10.29525,168.91981,0.57267,-10.63185,16990.73627,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.94,0,8.43534,10.29525,168.8135,0.57231,-10.63059,16992.42493,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.95,0,8.42248,10.29525,168.70721,0.57195,-10.62934,16994.11254,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.96,0,8.40963,10.29525,168.60093,0.57159,-10.62809,16995.79908,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.97,0,8.39679,10.29525,168.49466,0.57123,-10.62685,16997.48456,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.98,0,8.38398,10.29525,168.3884,0.57087,-10.6256,16999.16897,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
56.99,0,8.37118,10.29525,168.28216,0.57051,-10.62435,17000.85232,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.0,0,8.35839,10.29525,168.17593,0.57015,-10.62311,17002.53461,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.01,0,8.34562,10.29525,168.06971,0.56979,-10.62187,17004.21584,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.02,0,8.33286,10.29525,167.9635,0.56943,-10.62063,17005.89601,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.03,0,8.32012,10.29525,167.85731,0.56907,-10.61939,17007.57511,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.04,0,8.3074,10.29525,167.75113,0.56871,-10.61815,17009.25316,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.05,0,8.29469,10.29525,167.64496,0.56835,-10.61692,17010.93014,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.06,0,8.282,10.29525,167.5388,0.56799,-10.61568,17012.60605,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.07,0,8.26932,10.29525,167.43266,0.56763,-10.61445,17014.28091,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.08,0,8.25666,10.29525,167.32652,0.56727,-10.61322,17015.95471,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.09,0,8.24401,10.29525,167.2204,0.56691,-10.61199,17017.62744,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.1,0,8.23138,10.29525,167.1143,0.56655,-10.61076,17019.29912,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.11,0,8.21876,10.29525,167.0082,0.56619,-10.60953,17020.96973,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.12,0,8.20616,10.29525,166.90212,0.56583,-10.60831,17022.63928,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.13,0,8.19357,10.29525,166.79605,0.56547,-10.60708,17024.30777,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.14,0,8.181,10.29525,166.68999,0.56511,-10.60586,17025.9752,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.15,0,8.16845,10.29525,166.58394,0.56475,-10.60464,17027.64157,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.16,0,8.15591,10.29525,166.47791,0.56439,-10.60342,17029.30688,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.17,0,8.14338,10.29525,166.37189,0.56403,-10.6022,17030.97113,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.18,0,8.13087,10.29525,166.26588,0.56367,-10.60098,17032.63432,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.19,0,8.11838,10.29525,166.15988,0.56331,-10.59977,17034.29645,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.2,0,8.1059,10.29525,166.05389,0.56295,-10.59856,17035.95752,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.21,0,8.09343,10.29525,165.94792,0.56259,-10.59734,17037.61752,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.22,0,8.08098,10.29525,165.84196,0.56223,-10.59613,17039.27647,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.23,0,8.06855,10.29525,165.73601,0.56187,-10.59492,17040.93436,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.24,0,8.05613,10.29525,165.63007,0.56151,-10.59372,17042.59119,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.25,0,8.04373,10.29525,165.52415,0.56116,-10.59251,17044.24696,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.26,0,8.03134,10.29525,165.41823,0.5608,-10.5913,17045.90168,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.27,0,8.01896,10.29525,165.31233,0.56044,-10.5901,17047.55533,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.28,0,8.0066,10.29525,165.20644,0.56008,-10.5889,17049.20792,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.29,0,7.99426,10.29525,165.10057,0.55972,-10.5877,17050.85946,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.3,0,7.98193,10.29525,164.9947,0.55936,-10.5865,17052.50993,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.31,0,7.96962,10.29525,164.88885,0.559,-10.5853,17054.15935,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.32,0,7.95732,10.29525,164.78301,0.55864,-10.58411,17055.80771,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.33,0,7.94503,10.29525,164.67718,0.55828,-10.58291,17057.45501,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.34,0,7.93276,10.29525,164.57136,0.55793,-10.58172,17059.10126,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.35,0,7.92051,10.29525,164.46556,0.55757,-10.58053,17060.74644,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.36,0,7.90827,10.29525,164.35976,0.55721,-10.57934,17062.39057,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.37,0,7.89604,10.29525,164.25398,0.55685,-10.57815,17064.03364,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.38,0,7.88383,10.29525,164.14821,0.55649,-10.57696,17065.67565,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.39,0,7.87164,10.29525,164.04245,0.55613,-10.57577,17067.3166,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.4,0,7.85946,10.29525,163.93671,0.55577,-10.57459,17068.9565,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.41,0,7.84729,10.29525,163.83097,0.55542,-10.57341,17070.59533,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.42,0,7.83514,10.29525,163.72525,0.55506,-10.57222,17072.23312,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.43,0,7.82301,10.29525,163.61954,0.5547,-10.57104,17073.86984,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.44,0,7.81088,10.29525,163.51384,0.55434,-10.56987,17075.50551,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.45,0,7.79878,10.29525,163.40816,0.55398,-10.56869,17077.14012,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.46,0,7.78668,10.29525,163.30248,0.55362,-10.56751,17078.77367,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.47,0,7.77461,10.29525,163.19682,0.55327,-10.56634,17080.40617,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.48,0,7.76254,10.29525,163.09117,0.55291,-10.56516,17082.03761,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.49,0,7.7505,10.29525,162.98553,0.55255,-10.56399,17083.66799,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.5,0,7.73846,10.29525,162.8799,0.55219,-10.56282,17085.29732,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.51,0,7.72644,10.29525,162.77428,0.55183,-10.56165,17086.92559,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.52,0,7.71444,10.29525,162.66868,0.55147,-10.56049,17088.5528,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.53,0,7.70245,10.29525,162.56308,0.55112,-10.55932,17090.17896,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.54,0,7.69047,10.29525,162.4575,0.55076,-10.55816,17091.80406,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.55,0,7.67851,10.29525,162.35193,0.5504,-10.55699,17093.42811,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.56,0,7.66656,10.29525,162.24637,0.55004,-10.55583,17095.0511,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
57.57,0,7.65463,10.29525,162.14083,0.54969,-10.55467,17096.67304,0.0,514.25976,1.72113,21.89325,-32.45527,2.23249,-3.30952
